	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL	GLOBAL
7	7.000000	12.640829	1.586001	7.000000	0.768859	0.824260	7.000000	6.259675	4.569179	7.000000	31.145870	2.015918	7.000000	-0.191937	1.574787	7.000000	-2.649805	2.568074	7.000000	9.881941	2.322235	7.000000	-1.050563	0.610710	7.000000	-21.530474	1.826562	7.000000	-18.459637	3.850654	7.000000	13.959500	4.634555	7.000000	-22.109329	7.000000	12.640829	1.586001	7.000000	0.768859	0.824260	7.000000	6.259675	4.569179	7.000000	31.145870	2.015918	7.000000	-0.191937	1.574787	7.000000	-2.649805	2.568074	7.000000	9.881941	2.322235	7.000000	-1.050563	0.610710	7.000000	-21.530474	1.826562	7.000000	-18.459637	3.850654	7.000000	13.959500	4.634555	7.000000	-22.109329
8	8.000000	12.688152	1.587903	8.000000	1.068316	1.034453	8.000000	6.093191	4.450302	8.000000	31.376875	2.033890	8.000000	0.408245	1.529254	8.000000	-2.841125	2.628095	8.000000	11.527910	2.553688	8.000000	-0.904434	0.577588	8.000000	-20.162277	1.741261	8.000000	-18.200386	3.814223	8.000000	12.944324	4.482800	8.000000	-22.014469	8.000000	12.688152	1.587903	8.000000	1.068316	1.034453	8.000000	6.093191	4.450302	8.000000	31.376875	2.033890	8.000000	0.408245	1.529254	8.000000	-2.841125	2.628095	8.000000	11.527910	2.553688	8.000000	-0.904434	0.577588	8.000000	-20.162277	1.741261	8.000000	-18.200386	3.814223	8.000000	12.944324	4.482800	8.000000	-22.014469
9	9.000000	12.465601	1.569306	9.000000	1.254338	0.993678	9.000000	5.886398	4.448037	9.000000	31.249615	1.940898	9.000000	0.976354	1.517561	9.000000	-3.118608	2.726931	9.000000	13.088328	2.765680	9.000000	-0.696419	0.559639	9.000000	-18.713486	1.763525	9.000000	-17.802404	3.784834	9.000000	11.630928	4.272178	9.000000	-21.971443	9.000000	12.465601	1.569306	9.000000	1.254338	0.993678	9.000000	5.886398	4.448037	9.000000	31.249615	1.940898	9.000000	0.976354	1.517561	9.000000	-3.118608	2.726931	9.000000	13.088328	2.765680	9.000000	-0.696419	0.559639	9.000000	-18.713486	1.763525	9.000000	-17.802404	3.784834	9.000000	11.630928	4.272178	9.000000	-21.971443
10	10.000000	12.080667	1.678982	10.000000	1.445298	0.966055	10.000000	5.560011	4.450958	10.000000	30.883322	1.783838	10.000000	1.613956	1.449637	10.000000	-3.539396	2.848958	10.000000	14.550694	2.901299	10.000000	-0.443167	0.566885	10.000000	-17.424030	1.735853	10.000000	-17.317205	3.725976	10.000000	10.116537	4.014288	10.000000	-21.974413	10.000000	12.080667	1.678982	10.000000	1.445298	0.966055	10.000000	5.560011	4.450958	10.000000	30.883322	1.783838	10.000000	1.613956	1.449637	10.000000	-3.539396	2.848958	10.000000	14.550694	2.901299	10.000000	-0.443167	0.566885	10.000000	-17.424030	1.735853	10.000000	-17.317205	3.725976	10.000000	10.116537	4.014288	10.000000	-21.974413
11	11.000000	11.890645	1.617839	11.000000	1.658932	0.950445	11.000000	5.295969	4.445610	11.000000	30.610294	1.759548	11.000000	2.223024	1.489040	11.000000	-3.950694	3.061120	11.000000	15.873186	2.928650	11.000000	-0.178979	0.599955	11.000000	-16.503105	1.612764	11.000000	-16.781427	3.614391	11.000000	8.526135	3.726074	11.000000	-22.017389	11.000000	11.890645	1.617839	11.000000	1.658932	0.950445	11.000000	5.295969	4.445610	11.000000	30.610294	1.759548	11.000000	2.223024	1.489040	11.000000	-3.950694	3.061120	11.000000	15.873186	2.928650	11.000000	-0.178979	0.599955	11.000000	-16.503105	1.612764	11.000000	-16.781427	3.614391	11.000000	8.526135	3.726074	11.000000	-22.017389
12	12.000000	11.669462	1.595775	12.000000	1.844856	0.937505	12.000000	5.002786	4.449545	12.000000	30.170265	1.760840	12.000000	2.842893	1.521253	12.000000	-4.416130	3.265990	12.000000	17.000006	2.855366	12.000000	0.062111	0.655117	12.000000	-16.062016	1.462265	12.000000	-16.194496	3.451842	12.000000	6.976871	3.432433	12.000000	-22.096352	12.000000	11.669462	1.595775	12.000000	1.844856	0.937505	12.000000	5.002786	4.449545	12.000000	30.170265	1.760840	12.000000	2.842893	1.521253	12.000000	-4.416130	3.265990	12.000000	17.000006	2.855366	12.000000	0.062111	0.655117	12.000000	-16.062016	1.462265	12.000000	-16.194496	3.451842	12.000000	6.976871	3.432433	12.000000	-22.096352
13	13.000000	11.408259	1.595663	13.000000	2.002754	0.923131	13.000000	4.726099	4.457526	13.000000	29.527046	1.777877	13.000000	3.448184	1.536140	13.000000	-4.838603	3.417107	13.000000	17.893812	2.719716	13.000000	0.253923	0.722358	13.000000	-16.089766	1.406994	13.000000	-15.521688	3.267932	13.000000	5.561067	3.166360	13.000000	-22.210415	13.000000	11.408259	1.595663	13.000000	2.002754	0.923131	13.000000	4.726099	4.457526	13.000000	29.527046	1.777877	13.000000	3.448184	1.536140	13.000000	-4.838603	3.417107	13.000000	17.893812	2.719716	13.000000	0.253923	0.722358	13.000000	-16.089766	1.406994	13.000000	-15.521688	3.267932	13.000000	5.561067	3.166360	13.000000	-22.210415
14	14.000000	11.151653	1.591610	14.000000	2.135405	0.903450	14.000000	4.513667	4.469496	14.000000	28.726120	1.833958	14.000000	4.001176	1.549212	14.000000	-5.120080	3.467766	14.000000	18.552979	2.571470	14.000000	0.381760	0.778625	14.000000	-16.474436	1.485296	14.000000	-14.732323	3.097242	14.000000	4.335848	2.953919	14.000000	-22.356661	14.000000	11.151653	1.591610	14.000000	2.135405	0.903450	14.000000	4.513667	4.469496	14.000000	28.726120	1.833958	14.000000	4.001176	1.549212	14.000000	-5.120080	3.467766	14.000000	18.552979	2.571470	14.000000	0.381760	0.778625	14.000000	-16.474436	1.485296	14.000000	-14.732323	3.097242	14.000000	4.335848	2.953919	14.000000	-22.356661
15	15.000000	10.900197	1.588014	15.000000	2.243042	0.875238	15.000000	4.375704	4.482950	15.000000	27.806835	1.902899	15.000000	4.484032	1.556252	15.000000	-5.226119	3.376598	15.000000	19.012173	2.457408	15.000000	0.448287	0.800176	15.000000	-17.048040	1.599041	15.000000	-13.832438	2.959708	15.000000	3.328116	2.801052	15.000000	-22.526423	15.000000	10.900197	1.588014	15.000000	2.243042	0.875238	15.000000	4.375704	4.482950	15.000000	27.806835	1.902899	15.000000	4.484032	1.556252	15.000000	-5.226119	3.376598	15.000000	19.012173	2.457408	15.000000	0.448287	0.800176	15.000000	-17.048040	1.599041	15.000000	-13.832438	2.959708	15.000000	3.328116	2.801052	15.000000	-22.526423
16	16.000000	10.657597	1.587373	16.000000	2.325746	0.837599	16.000000	4.306800	4.492611	16.000000	26.828394	1.962073	16.000000	4.889454	1.555543	16.000000	-5.166855	3.143463	16.000000	19.320068	2.403936	16.000000	0.469008	0.783856	16.000000	-17.626564	1.653327	16.000000	-12.859493	2.863808	16.000000	2.544939	2.700529	16.000000	-22.709345	16.000000	10.657597	1.587373	16.000000	2.325746	0.837599	16.000000	4.306800	4.492611	16.000000	26.828394	1.962073	16.000000	4.889454	1.555543	16.000000	-5.166855	3.143463	16.000000	19.320068	2.403936	16.000000	0.469008	0.783856	16.000000	-17.626564	1.653327	16.000000	-12.859493	2.863808	16.000000	2.544939	2.700529	16.000000	-22.709345
17	17.000000	10.429318	1.589741	17.000000	2.381314	0.792764	17.000000	4.287573	4.492838	17.000000	25.840260	2.008924	17.000000	5.219352	1.545305	17.000000	-4.988317	2.810644	17.000000	19.516903	2.411534	17.000000	0.462663	0.750633	17.000000	-18.058601	1.626426	17.000000	-11.861314	2.814453	17.000000	1.977685	2.637510	17.000000	-22.896273	17.000000	10.429318	1.589741	17.000000	2.381314	0.792764	17.000000	4.287573	4.492838	17.000000	25.840260	2.008924	17.000000	5.219352	1.545305	17.000000	-4.988317	2.810644	17.000000	19.516903	2.411534	17.000000	0.462663	0.750633	17.000000	-18.058601	1.626426	17.000000	-11.861314	2.814453	17.000000	1.977685	2.637510	17.000000	-22.896273
18	18.000000	10.223225	1.593958	18.000000	2.405017	0.745567	18.000000	4.290508	4.480296	18.000000	24.871811	2.052023	18.000000	5.481393	1.525602	18.000000	-4.764020	2.444808	18.000000	19.629669	2.463412	18.000000	0.444495	0.730736	18.000000	-18.270298	1.548012	18.000000	-10.882661	2.813005	18.000000	1.604658	2.592321	18.000000	-23.078001	18.000000	10.223225	1.593958	18.000000	2.405017	0.745567	18.000000	4.290508	4.480296	18.000000	24.871811	2.052023	18.000000	5.481393	1.525602	18.000000	-4.764020	2.444808	18.000000	19.629669	2.463412	18.000000	0.444495	0.730736	18.000000	-18.270298	1.548012	18.000000	-10.882661	2.813005	18.000000	1.604658	2.592321	18.000000	-23.078001
19	19.000000	10.047857	1.600657	19.000000	2.390195	0.701866	19.000000	4.287489	4.454205	19.000000	23.928600	2.100000	19.000000	5.684084	1.500956	19.000000	-4.566381	2.107404	19.000000	19.667150	2.539652	19.000000	0.424303	0.739145	19.000000	-18.268780	1.465622	19.000000	-9.959574	2.854249	19.000000	1.388819	2.551563	19.000000	-23.247160	19.000000	10.047857	1.600657	19.000000	2.390195	0.701866	19.000000	4.287489	4.454205	19.000000	23.928600	2.100000	19.000000	5.684084	1.500956	19.000000	-4.566381	2.107404	19.000000	19.667150	2.539652	19.000000	0.424303	0.739145	19.000000	-18.268780	1.465622	19.000000	-9.959574	2.854249	19.000000	1.388819	2.551563	19.000000	-23.247160
20	20.000000	9.944390	1.642514	20.000000	2.311929	0.675495	20.000000	4.203904	4.410088	20.000000	23.024315	2.119359	20.000000	5.834908	1.492433	20.000000	-4.502207	1.807022	20.000000	19.619097	2.626443	20.000000	0.405693	0.761142	20.000000	-18.126211	1.409970	20.000000	-9.110171	2.926660	20.000000	1.278628	2.512442	20.000000	-23.401915	20.000000	9.944390	1.642514	20.000000	2.311929	0.675495	20.000000	4.203904	4.410088	20.000000	23.024315	2.119359	20.000000	5.834908	1.492433	20.000000	-4.502207	1.807022	20.000000	19.619097	2.626443	20.000000	0.405693	0.761142	20.000000	-18.126211	1.409970	20.000000	-9.110171	2.926660	20.000000	1.278628	2.512442	20.000000	-23.401915
21	21.000000	9.748399	1.658678	21.000000	2.193509	0.655870	21.000000	4.119415	4.365772	21.000000	21.982250	2.162431	21.000000	5.954350	1.429614	21.000000	-4.491282	1.633516	21.000000	19.468039	2.714192	21.000000	0.385402	0.770834	21.000000	-17.944464	1.381334	21.000000	-8.338409	3.015534	21.000000	1.219275	2.478883	21.000000	-23.544870	21.000000	9.748399	1.658678	21.000000	2.193509	0.655870	21.000000	4.119415	4.365772	21.000000	21.982250	2.162431	21.000000	5.954350	1.429614	21.000000	-4.491282	1.633516	21.000000	19.468039	2.714192	21.000000	0.385402	0.770834	21.000000	-17.944464	1.381334	21.000000	-8.338409	3.015534	21.000000	1.219275	2.478883	21.000000	-23.544870
22	22.000000	9.599916	1.705061	22.000000	2.020571	0.644707	22.000000	4.007116	4.323156	22.000000	20.928005	2.207015	22.000000	6.031256	1.381692	22.000000	-4.550906	1.549766	22.000000	19.206940	2.794291	22.000000	0.358435	0.764362	22.000000	-17.810488	1.364814	22.000000	-7.643987	3.105053	22.000000	1.166949	2.458571	22.000000	-23.680855	22.000000	9.599916	1.705061	22.000000	2.020571	0.644707	22.000000	4.007116	4.323156	22.000000	20.928005	2.207015	22.000000	6.031256	1.381692	22.000000	-4.550906	1.549766	22.000000	19.206940	2.794291	22.000000	0.358435	0.764362	22.000000	-17.810488	1.364814	22.000000	-7.643987	3.105053	22.000000	1.166949	2.458571	22.000000	-23.680855
23	23.000000	9.652310	1.644628	23.000000	1.812635	0.632309	23.000000	3.951595	4.305370	23.000000	20.031891	2.182527	23.000000	6.041511	1.421619	23.000000	-4.574710	1.545516	23.000000	18.844687	2.855573	23.000000	0.326822	0.776196	23.000000	-17.771448	1.350149	23.000000	-7.025875	3.179640	23.000000	1.098530	2.455194	23.000000	-23.815186	23.000000	9.652310	1.644628	23.000000	1.812635	0.632309	23.000000	3.951595	4.305370	23.000000	20.031891	2.182527	23.000000	6.041511	1.421619	23.000000	-4.574710	1.545516	23.000000	18.844687	2.855573	23.000000	0.326822	0.776196	23.000000	-17.771448	1.350149	23.000000	-7.025875	3.179640	23.000000	1.098530	2.455194	23.000000	-23.815186
24	24.000000	9.601346	1.628810	24.000000	1.520757	0.611249	24.000000	3.777833	4.260438	24.000000	18.998707	2.105376	24.000000	6.016838	1.449526	24.000000	-4.722911	1.575733	24.000000	18.404350	2.885732	24.000000	0.295763	0.837524	24.000000	-17.824057	1.324391	24.000000	-6.479524	3.226120	24.000000	1.010323	2.462626	24.000000	-23.950876	24.000000	9.601346	1.628810	24.000000	1.520757	0.611249	24.000000	3.777833	4.260438	24.000000	18.998707	2.105376	24.000000	6.016838	1.449526	24.000000	-4.722911	1.575733	24.000000	18.404350	2.885732	24.000000	0.295763	0.837524	24.000000	-17.824057	1.324391	24.000000	-6.479524	3.226120	24.000000	1.010323	2.462626	24.000000	-23.950876
25	25.000000	9.579601	1.622127	25.000000	1.200403	0.610573	25.000000	3.574527	4.223807	25.000000	17.999165	2.019251	25.000000	5.949563	1.501572	25.000000	-4.874108	1.629022	25.000000	17.921024	2.874846	25.000000	0.270328	0.932729	25.000000	-17.927189	1.280687	25.000000	-5.996766	3.239681	25.000000	0.909685	2.471211	25.000000	-24.086107	25.000000	9.579601	1.622127	25.000000	1.200403	0.610573	25.000000	3.574527	4.223807	25.000000	17.999165	2.019251	25.000000	5.949563	1.501572	25.000000	-4.874108	1.629022	25.000000	17.921024	2.874846	25.000000	0.270328	0.932729	25.000000	-17.927189	1.280687	25.000000	-5.996766	3.239681	25.000000	0.909685	2.471211	25.000000	-24.086107
26	26.000000	9.581296	1.617610	26.000000	0.874284	0.628939	26.000000	3.357419	4.210994	26.000000	17.052662	1.940482	26.000000	5.845904	1.559305	26.000000	-4.994054	1.681994	26.000000	17.433075	2.818866	26.000000	0.253201	1.023453	26.000000	-18.026758	1.241022	26.000000	-5.565240	3.225514	26.000000	0.808416	2.473295	26.000000	-24.216625	26.000000	9.581296	1.617610	26.000000	0.874284	0.628939	26.000000	3.357419	4.210994	26.000000	17.052662	1.940482	26.000000	5.845904	1.559305	26.000000	-4.994054	1.681994	26.000000	17.433075	2.818866	26.000000	0.253201	1.023453	26.000000	-18.026758	1.241022	26.000000	-5.565240	3.225514	26.000000	0.808416	2.473295	26.000000	-24.216625
27	27.000000	9.600857	1.610742	27.000000	0.548373	0.637524	27.000000	3.115626	4.204271	27.000000	16.163328	1.877501	27.000000	5.715214	1.594578	27.000000	-5.093572	1.701442	27.000000	16.974024	2.725093	27.000000	0.241525	1.078983	27.000000	-18.083096	1.254696	27.000000	-5.169878	3.188970	27.000000	0.718630	2.465353	27.000000	-24.337303	27.000000	9.600857	1.610742	27.000000	0.548373	0.637524	27.000000	3.115626	4.204271	27.000000	16.163328	1.877501	27.000000	5.715214	1.594578	27.000000	-5.093572	1.701442	27.000000	16.974024	2.725093	27.000000	0.241525	1.078983	27.000000	-18.083096	1.254696	27.000000	-5.169878	3.188970	27.000000	0.718630	2.465353	27.000000	-24.337303
28	28.000000	9.636729	1.601707	28.000000	0.233613	0.633526	28.000000	2.847918	4.200098	28.000000	15.334641	1.841200	28.000000	5.580874	1.581615	28.000000	-5.190270	1.682565	28.000000	16.563581	2.617672	28.000000	0.225805	1.081654	28.000000	-18.092335	1.351927	28.000000	-4.805684	3.133436	28.000000	0.649376	2.445964	28.000000	-24.443808	28.000000	9.636729	1.601707	28.000000	0.233613	0.633526	28.000000	2.847918	4.200098	28.000000	15.334641	1.841200	28.000000	5.580874	1.581615	28.000000	-5.190270	1.682565	28.000000	16.563581	2.617672	28.000000	0.225805	1.081654	28.000000	-18.092335	1.351927	28.000000	-4.805684	3.133436	28.000000	0.649376	2.445964	28.000000	-24.443808
29	29.000000	9.688341	1.588413	29.000000	-0.063206	0.617831	29.000000	2.551684	4.192530	29.000000	14.561993	1.823930	29.000000	5.469101	1.498654	29.000000	-5.311792	1.625762	29.000000	16.204077	2.532085	29.000000	0.193980	1.024408	29.000000	-18.081352	1.523934	29.000000	-4.474573	3.052320	29.000000	0.604563	2.417020	29.000000	-24.535654	29.000000	9.688341	1.588413	29.000000	-0.063206	0.617831	29.000000	2.551684	4.192530	29.000000	14.561993	1.823930	29.000000	5.469101	1.498654	29.000000	-5.311792	1.625762	29.000000	16.204077	2.532085	29.000000	0.193980	1.024408	29.000000	-18.081352	1.523934	29.000000	-4.474573	3.052320	29.000000	0.604563	2.417020	29.000000	-24.535654
30	30.000000	9.757053	1.567928	30.000000	-0.338405	0.594039	30.000000	2.223723	4.176756	30.000000	13.833802	1.813877	30.000000	5.391459	1.343982	30.000000	-5.478949	1.543563	30.000000	15.883930	2.488368	30.000000	0.144069	0.915721	30.000000	-18.083220	1.767419	30.000000	-4.180037	2.934854	30.000000	0.583375	2.382897	30.000000	-24.615591	30.000000	9.757053	1.567928	30.000000	-0.338405	0.594039	30.000000	2.223723	4.176756	30.000000	13.833802	1.813877	30.000000	5.391459	1.343982	30.000000	-5.478949	1.543563	30.000000	15.883930	2.488368	30.000000	0.144069	0.915721	30.000000	-18.083220	1.767419	30.000000	-4.180037	2.934854	30.000000	0.583375	2.382897	30.000000	-24.615591
31	31.000000	9.842728	1.539606	31.000000	-0.589951	0.566301	31.000000	1.862926	4.150722	31.000000	13.134994	1.814498	31.000000	5.340722	1.144211	31.000000	-5.691881	1.475294	31.000000	15.586900	2.489126	31.000000	0.085998	0.788085	31.000000	-18.115515	2.090022	31.000000	-3.923402	2.774722	31.000000	0.583131	2.351216	31.000000	-24.688446	31.000000	9.842728	1.539606	31.000000	-0.589951	0.566301	31.000000	1.862926	4.150722	31.000000	13.134994	1.814498	31.000000	5.340722	1.144211	31.000000	-5.691881	1.475294	31.000000	15.586900	2.489126	31.000000	0.085998	0.788085	31.000000	-18.115515	2.090022	31.000000	-3.923402	2.774722	31.000000	0.583131	2.351216	31.000000	-24.688446
